Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11294080,2020-03-13 15:58:49,2020-03-12 08:34:40,28258654,5708248108,28258654,202,2177,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/294/SRR11294080.sralite.1,SRX7899639,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP252532,PRJNA612180,3,612180,SRS6307599,SAMN14364274,simple,9606,Homo sapiens,GSM4407890,,,,,,,no,,,,,GEO,SRA1054221,,public,2C5A3CC1048D6D1A2FE73DD27B3CF79F,3C9AAA8AE07FD30CDB979ADABFF0E8EA
